Latitude;;Longitude;;HDG;VLC;ACCX;ACCY;ACCZ;ACP;ACW;ACR
50.0939696344;N;13.6839198923;E;87.022606;0.000000;-0.000511;0.000007;0.000000;0.000001;0.000227;0.000013
50.0939696344;N;13.6839198923;E;87.022606;0.000000;-0.000798;0.000007;0.000000;0.000001;0.000227;0.000013
50.0939696344;N;13.6839198923;E;87.022606;0.000000;-0.001094;0.000007;0.000000;0.000001;0.000227;0.000013
50.0939696344;N;13.6839198923;E;87.022606;0.000000;-0.001346;0.000007;0.000000;0.000001;0.000227;0.000013
50.0939696344;N;13.6839198923;E;87.022606;0.000000;-0.001572;0.000007;0.000000;0.000002;0.000227;0.000013
50.0939696351;N;13.6839198923;E;87.022606;0.000000;-0.003265;0.000008;0.000001;0.000001;0.000226;0.000013
50.0939696354;N;13.6839198923;E;87.022606;0.000000;-0.003259;0.000008;0.000001;0.000001;0.000226;0.000013
50.0939696354;N;13.6839198923;E;87.022606;0.000000;-0.003229;0.000008;0.000001;0.000001;0.000226;0.000013
50.0939696354;N;13.6839198923;E;87.022606;0.000000;-0.003240;0.000008;0.000001;0.000001;0.000226;0.000013
50.0939696354;N;13.6839198923;E;87.022606;0.000000;-0.003258;0.000008;0.000001;0.000001;0.000226;0.000013
50.0939696355;N;13.6839198923;E;87.022606;0.000000;-0.003238;0.000008;0.000001;0.000001;0.000226;0.000013
50.0939696355;N;13.6839198923;E;87.022606;0.000000;-0.003234;0.000008;0.000001;0.000001;0.000226;0.000013
50.0939696355;N;13.6839198923;E;87.022606;0.000000;-0.003225;0.000008;0.000001;0.000001;0.000226;0.000013
50.0939696356;N;13.6839198923;E;87.022606;0.000000;-0.003222;0.000008;0.000001;0.000001;0.000226;0.000013
50.0939696356;N;13.6839198923;E;87.022606;0.000000;-0.003240;0.000008;0.000001;0.000001;0.000226;0.000013
50.0939696356;N;13.6839198923;E;87.022606;0.000000;-0.003239;0.000008;0.000001;0.000001;0.000226;0.000013
50.0939696356;N;13.6839198923;E;87.022606;0.000000;-0.003240;0.000008;0.000001;0.000001;0.000226;0.000013
50.0939696357;N;13.6839198923;E;87.022606;0.000000;-0.003228;0.000008;0.000001;0.000001;0.000226;0.000013
50.0939696357;N;13.6839198923;E;87.022606;0.000000;-0.003238;0.000008;0.000001;0.000001;0.000226;0.000013
50.0939696357;N;13.6839198923;E;87.022606;0.000000;-0.003239;0.000008;0.000001;0.000001;0.000226;0.000013
50.0939696357;N;13.6839198923;E;87.022606;0.000000;-0.003233;0.000008;0.000001;0.000001;0.000226;0.000013
50.0939696358;N;13.6839198923;E;87.022606;0.000000;-0.003241;0.000008;0.000001;0.000001;0.000226;0.000013
50.0939696358;N;13.6839198923;E;87.022606;0.000000;-0.003241;0.000008;0.000001;0.000001;0.000226;0.000013
50.0939696358;N;13.6839198923;E;87.022606;0.000000;-0.003246;0.000008;0.000001;0.000001;0.000226;0.000013
50.0939696358;N;13.6839198923;E;87.022606;0.000000;-0.003229;0.000008;0.000001;0.000001;0.000226;0.000013
50.0939696359;N;13.6839198923;E;87.022606;0.000000;-0.003224;0.000008;0.000001;0.000001;0.000226;0.000013
50.0939696359;N;13.6839198923;E;87.022606;0.000000;-0.003242;0.000008;0.000001;0.000001;0.000226;0.000013
50.0939696359;N;13.6839198923;E;87.022606;0.000000;-0.003257;0.000008;0.000001;0.000001;0.000226;0.000013
50.0939696359;N;13.6839198923;E;87.022606;0.000000;-0.003261;0.000008;0.000001;0.000001;0.000226;0.000013
50.0939696360;N;13.6839198923;E;87.022606;0.000000;-0.003260;0.000008;0.000001;0.000001;0.000226;0.000013
50.0939696360;N;13.6839198923;E;87.022606;0.000000;-0.003243;0.000008;0.000001;0.000001;0.000226;0.000013
50.0939696360;N;13.6839198923;E;87.022606;0.000000;-0.003240;0.000008;0.000001;0.000001;0.000226;0.000013
50.0939696360;N;13.6839198923;E;87.022606;0.000000;-0.003255;0.000008;0.000001;0.000001;0.000226;0.000013
50.0939696360;N;13.6839198923;E;87.022606;0.000000;-0.003255;0.000008;0.000001;0.000001;0.000226;0.000013
50.0939696361;N;13.6839198923;E;87.022606;0.000000;-0.003247;0.000008;0.000001;0.000001;0.000226;0.000013
50.0939696361;N;13.6839198923;E;87.022606;0.000000;-0.003244;0.000008;0.000001;0.000001;0.000226;0.000013
50.0939696361;N;13.6839198923;E;87.022606;0.000000;-0.003230;0.000008;0.000001;0.000001;0.000226;0.000013
50.0939696361;N;13.6839198923;E;87.022606;0.000000;-0.003257;0.000008;0.000001;0.000001;0.000226;0.000013
50.0939696361;N;13.6839198923;E;87.022606;0.000000;-0.003270;0.000008;0.000001;0.000001;0.000226;0.000013
50.0939696362;N;13.6839198923;E;87.022606;0.000000;-0.002512;0.000008;0.000001;0.000001;0.000226;0.000013
50.0939696362;N;13.6839198923;E;87.022606;0.000000;-0.002409;0.000008;0.000001;0.000001;0.000226;0.000013
50.0939696362;N;13.6839198923;E;87.022606;0.000000;-0.002410;0.000008;0.000001;0.000001;0.000226;0.000012
50.0939696362;N;13.6839198923;E;87.022606;0.000000;-0.002449;0.000008;0.000001;0.000000;0.000226;0.000012
50.0939696362;N;13.6839198923;E;87.022606;0.000000;-0.000174;0.000008;0.000000;0.000000;0.000226;0.000012
50.0939696363;N;13.6839198923;E;87.022606;0.000000;-0.000317;0.000008;0.000000;0.000001;0.000225;0.000012
50.0939696363;N;13.6839198923;E;87.022606;0.000000;-0.000607;0.000008;0.000000;0.000001;0.000225;0.000012
50.0939696363;N;13.6839198923;E;87.022606;0.000000;-0.000858;0.000008;0.000000;0.000001;0.000225;0.000012
50.0939696363;N;13.6839198923;E;87.022606;0.000000;-0.001109;0.000008;0.000000;0.000001;0.000225;0.000012
50.0939696364;N;13.6839198923;E;87.022606;0.000000;-0.001325;0.000008;0.000000;0.000001;0.000225;0.000012
50.0939696364;N;13.6839198923;E;87.022606;0.000000;-0.001515;0.000008;0.000000;0.000001;0.000225;0.000012
50.0939696364;N;13.6839198923;E;87.022606;0.000000;-0.001708;0.000008;0.000000;0.000001;0.000225;0.000012
50.0939696364;N;13.6839198923;E;87.022606;0.000000;-0.001839;0.000008;0.000000;0.000001;0.000225;0.000012
50.0939696364;N;13.6839198923;E;87.022606;0.000000;-0.001988;0.000008;0.000000;0.000001;0.000226;0.000012
50.0939696365;N;13.6839198923;E;87.022606;0.000000;-0.002088;0.000008;0.000000;0.000001;0.000226;0.000012
50.0939696365;N;13.6839198923;E;87.022606;0.000000;-0.002240;0.000008;0.000001;0.000001;0.000226;0.000012
50.0939696365;N;13.6839198923;E;87.022606;0.000000;-0.002376;0.000008;0.000001;0.000001;0.000226;0.000013
50.0939696365;N;13.6839198923;E;87.022606;0.000000;-0.000134;0.000008;0.000000;0.000001;0.000226;0.000013
50.0939696365;N;13.6839198923;E;87.022606;0.000000;-0.000258;0.000008;0.000000;0.000001;0.000227;0.000013
50.0939696366;N;13.6839198923;E;87.022606;0.000000;-0.000607;0.000008;0.000000;0.000001;0.000227;0.000013
50.0939696366;N;13.6839198923;E;87.022606;0.000000;-0.000927;0.000008;0.000000;0.000001;0.000227;0.000013
50.0939696366;N;13.6839198923;E;87.022606;0.000000;-0.001185;0.000008;0.000000;0.000001;0.000227;0.000013
50.0939696366;N;13.6839198923;E;87.022606;0.000000;-0.001420;0.000008;0.000000;0.000001;0.000227;0.000013
50.0939696367;N;13.6839198923;E;87.022606;0.000000;-0.001711;0.000008;0.000000;0.000001;0.000227;0.000013
50.0939696367;N;13.6839198923;E;87.022606;0.000000;-0.001935;0.000008;0.000000;0.000002;0.000227;0.000013
50.0939696367;N;13.6839198923;E;87.022606;0.000000;-0.002118;0.000008;0.000000;0.000002;0.000227;0.000013
50.0939696367;N;13.6839198923;E;87.022606;0.000000;-0.002245;0.000008;0.000001;0.000002;0.000227;0.000013
50.0939696367;N;13.6839198923;E;87.022606;0.000000;-0.002362;0.000008;0.000001;0.000002;0.000227;0.000013
50.0939696368;N;13.6839198923;E;87.022606;0.000000;-0.002532;0.000008;0.000001;0.000002;0.000227;0.000013
50.0939696368;N;13.6839198923;E;87.022606;0.000000;-0.002601;0.000008;0.000001;0.000002;0.000227;0.000013
50.0939696368;N;13.6839198923;E;87.022606;0.000000;-0.002671;0.000008;0.000001;0.000002;0.000227;0.000013
50.0939696368;N;13.6839198923;E;87.022606;0.000000;-0.002772;0.000008;0.000001;0.000002;0.000227;0.000013
50.0939696368;N;13.6839198923;E;87.022606;0.000000;-0.002820;0.000008;0.000001;0.000001;0.000227;0.000013
50.0939696369;N;13.6839198923;E;87.022606;0.000000;-0.002883;0.000008;0.000001;0.000001;0.000227;0.000013
50.0939696369;N;13.6839198923;E;87.022606;0.000000;-0.002903;0.000008;0.000001;0.000001;0.000226;0.000013
50.0939696369;N;13.6839198923;E;87.022606;0.000000;-0.002934;0.000008;0.000001;0.000001;0.000226;0.000013
50.0939696369;N;13.6839198923;E;87.022606;0.000000;-0.002982;0.000008;0.000001;0.000001;0.000226;0.000013
50.0939696370;N;13.6839198923;E;87.022606;0.000000;-0.003007;0.000008;0.000001;0.000001;0.000226;0.000013
50.0939696370;N;13.6839198923;E;87.022606;0.000000;-0.003090;0.000008;0.000001;0.000001;0.000226;0.000013
50.0939696370;N;13.6839198923;E;87.022606;0.000000;-0.003116;0.000008;0.000001;0.000001;0.000226;0.000013
50.0939696370;N;13.6839198923;E;87.022606;0.000000;-0.003141;0.000008;0.000001;0.000001;0.000226;0.000013
50.0939696371;N;13.6839198923;E;87.022606;0.000000;-0.003187;0.000008;0.000001;0.000001;0.000226;0.000013
50.0939696371;N;13.6839198923;E;87.022606;0.000000;-0.003237;0.000008;0.000001;0.000001;0.000226;0.000013
50.0939696371;N;13.6839198923;E;87.022606;0.000000;-0.003265;0.000008;0.000001;0.000001;0.000226;0.000013
50.0939696371;N;13.6839198923;E;87.022606;0.000000;-0.003297;0.000008;0.000001;0.000001;0.000226;0.000013
50.0939696372;N;13.6839198923;E;87.022606;0.000000;-0.003324;0.000008;0.000001;0.000001;0.000226;0.000013
50.0939696372;N;13.6839198923;E;87.022606;0.000000;-0.003300;0.000008;0.000001;0.000001;0.000226;0.000013
50.0939696372;N;13.6839198923;E;87.022606;0.000000;-0.003286;0.000008;0.000001;0.000001;0.000226;0.000013
50.0939696372;N;13.6839198923;E;87.022606;0.000000;-0.003281;0.000008;0.000001;0.000001;0.000226;0.000013
50.0939696373;N;13.6839198923;E;87.022606;0.000000;-0.003271;0.000008;0.000001;0.000001;0.000226;0.000013
50.0939696373;N;13.6839198923;E;87.022606;0.000000;-0.003249;0.000008;0.000001;0.000001;0.000226;0.000013
50.0939696373;N;13.6839198923;E;87.022606;0.000000;-0.003234;0.000008;0.000001;0.000001;0.000226;0.000013
50.0939696373;N;13.6839198923;E;87.022606;0.000000;-0.003258;0.000008;0.000001;0.000001;0.000226;0.000013
50.0939696373;N;13.6839198923;E;87.022606;0.000000;-0.003242;0.000008;0.000001;0.000001;0.000226;0.000013
50.0939696374;N;13.6839198923;E;87.022606;0.000000;-0.003217;0.000008;0.000001;0.000001;0.000226;0.000013
50.0939696374;N;13.6839198923;E;87.022606;0.000000;-0.003234;0.000008;0.000001;0.000001;0.000226;0.000013
50.0939696374;N;13.6839198923;E;87.022606;0.000000;-0.003226;0.000008;0.000001;0.000001;0.000226;0.000013
50.0939696374;N;13.6839198923;E;87.022606;0.000000;-0.003243;0.000008;0.000001;0.000001;0.000226;0.000013
50.0939696374;N;13.6839198923;E;87.022606;0.000000;-0.003256;0.000008;0.000001;0.000001;0.000226;0.000013
50.0939696375;N;13.6839198923;E;87.022606;0.000000;-0.003248;0.000008;0.000001;0.000001;0.000226;0.000013
50.0939696375;N;13.6839198923;E;87.022606;0.000000;-0.003237;0.000008;0.000001;0.000001;0.000226;0.000013
50.0939696375;N;13.6839198923;E;87.022606;0.000000;-0.003229;0.000008;0.000001;0.000001;0.000226;0.000013
50.0939696375;N;13.6839198923;E;87.022606;0.000000;-0.003258;0.000008;0.000001;0.000001;0.000226;0.000013
50.0939696375;N;13.6839198923;E;87.022606;0.000000;-0.003250;0.000008;0.000001;0.000001;0.000226;0.000013
50.0939696376;N;13.6839198923;E;87.022606;0.000000;-0.003247;0.000008;0.000001;0.000001;0.000226;0.000013
50.0939696376;N;13.6839198923;E;87.022606;0.000000;-0.003235;0.000008;0.000001;0.000001;0.000226;0.000013
50.0939696376;N;13.6839198923;E;87.022606;0.000000;-0.003227;0.000008;0.000001;0.000001;0.000226;0.000013
50.0939696376;N;13.6839198923;E;87.022606;0.000000;-0.003241;0.000008;0.000001;0.000001;0.000226;0.000013
50.0939696377;N;13.6839198923;E;87.022606;0.000000;-0.003224;0.000008;0.000001;0.000001;0.000226;0.000013
50.0939696377;N;13.6839198923;E;87.022606;0.000000;-0.003218;0.000008;0.000001;0.000001;0.000226;0.000013
50.0939696382;N;13.6839198923;E;87.022606;0.000000;-0.003231;0.000008;0.000001;0.000001;0.000226;0.000013
50.0939696383;N;13.6839198923;E;87.022606;0.000000;-0.003234;0.000008;0.000001;0.000001;0.000226;0.000013
50.0939696383;N;13.6839198923;E;87.022606;0.000000;-0.003242;0.000008;0.000001;0.000001;0.000226;0.000013
50.0939696383;N;13.6839198923;E;87.022606;0.000000;-0.003245;0.000008;0.000001;0.000001;0.000226;0.000013
50.0939696383;N;13.6839198923;E;87.022606;0.000000;-0.003235;0.000008;0.000001;0.000001;0.000226;0.000013
50.0939696384;N;13.6839198923;E;87.022606;0.000000;-0.002508;0.000008;0.000001;0.000001;0.000226;0.000013
50.0939696384;N;13.6839198923;E;87.022606;0.000000;-0.002414;0.000008;0.000001;0.000001;0.000226;0.000013
50.0939696384;N;13.6839198923;E;87.022606;0.000000;-0.002413;0.000008;0.000001;0.000001;0.000226;0.000012
50.0939696384;N;13.6839198923;E;87.022606;0.000000;-0.002453;0.000008;0.000001;0.000000;0.000226;0.000012
50.0939696384;N;13.6839198923;E;87.022606;0.000000;-0.000162;0.000008;0.000000;0.000000;0.000226;0.000012
50.0939696385;N;13.6839198923;E;87.022606;0.000000;-0.000304;0.000008;0.000000;0.000001;0.000225;0.000012
50.0939696385;N;13.6839198923;E;87.022606;0.000000;-0.000575;0.000008;0.000000;0.000001;0.000225;0.000012
50.0939696385;N;13.6839198923;E;87.022606;0.000000;-0.000858;0.000008;0.000000;0.000001;0.000225;0.000012
50.0939696385;N;13.6839198923;E;87.022606;0.000000;-0.001119;0.000008;0.000000;0.000001;0.000225;0.000012
50.0939696385;N;13.6839198923;E;87.022606;0.000000;-0.001339;0.000008;0.000000;0.000001;0.000225;0.000012
50.0939696386;N;13.6839198923;E;87.022606;0.000000;-0.001532;0.000008;0.000000;0.000001;0.000225;0.000012
50.0939696386;N;13.6839198923;E;87.022606;0.000000;-0.001705;0.000008;0.000000;0.000001;0.000225;0.000012
50.0939696386;N;13.6839198923;E;87.022606;0.000000;-0.001855;0.000008;0.000000;0.000001;0.000225;0.000012
50.0939696387;N;13.6839198923;E;87.022606;0.000000;-0.002099;0.000008;0.000000;0.000001;0.000226;0.000012
50.0939696387;N;13.6839198923;E;87.022606;0.000000;-0.002238;0.000008;0.000001;0.000001;0.000226;0.000012
50.0939696393;N;13.6839198924;E;87.022606;0.000000;-0.003226;0.000008;0.000001;0.000001;0.000226;0.000013
50.0939696393;N;13.6839198924;E;87.022606;0.000000;-0.003352;0.000008;0.000001;0.000001;0.000226;0.000013
50.0939696393;N;13.6839198924;E;87.022606;0.000000;-0.003325;0.000008;0.000001;0.000001;0.000226;0.000013
50.0939696394;N;13.6839198924;E;87.022606;0.000000;-0.003304;0.000008;0.000001;0.000001;0.000226;0.000013
50.0939696394;N;13.6839198924;E;87.022606;0.000000;-0.003278;0.000008;0.000001;0.000001;0.000226;0.000013
50.0939696394;N;13.6839198924;E;87.022606;0.000000;-0.003295;0.000008;0.000001;0.000001;0.000226;0.000013
50.0939696394;N;13.6839198924;E;87.022606;0.000000;-0.003279;0.000008;0.000001;0.000001;0.000226;0.000013
50.0939696394;N;13.6839198924;E;87.022606;0.000000;-0.003266;0.000008;0.000001;0.000001;0.000226;0.000013
50.0939696395;N;13.6839198924;E;87.022606;0.000000;-0.003247;0.000008;0.000001;0.000001;0.000226;0.000013
50.0939696395;N;13.6839198924;E;87.022606;0.000000;-0.003266;0.000008;0.000001;0.000001;0.000226;0.000013
50.0939696399;N;13.6839198924;E;87.022606;0.000000;-0.003225;0.000008;0.000001;0.000001;0.000226;0.000013
50.0939696400;N;13.6839198924;E;87.022606;0.000000;-0.003239;0.000008;0.000001;0.000001;0.000226;0.000013
50.0939696400;N;13.6839198924;E;87.022606;0.000000;-0.003256;0.000008;0.000001;0.000001;0.000226;0.000013
50.0939696400;N;13.6839198924;E;87.022606;0.000000;-0.003262;0.000008;0.000001;0.000001;0.000226;0.000013
50.0939696400;N;13.6839198924;E;87.022606;0.000000;-0.003248;0.000008;0.000001;0.000001;0.000226;0.000013
50.0939696400;N;13.6839198924;E;87.022606;0.000000;-0.003240;0.000008;0.000001;0.000001;0.000226;0.000013
50.0939696401;N;13.6839198924;E;87.022606;0.000000;-0.003236;0.000008;0.000001;0.000001;0.000226;0.000013
50.0939696401;N;13.6839198924;E;87.022606;0.000000;-0.003234;0.000008;0.000001;0.000001;0.000226;0.000013
50.0939696401;N;13.6839198924;E;87.022606;0.000000;-0.003247;0.000008;0.000001;0.000001;0.000226;0.000013
50.0939696401;N;13.6839198924;E;87.022606;0.000000;-0.003246;0.000008;0.000001;0.000001;0.000226;0.000013
50.0939696402;N;13.6839198924;E;87.022606;0.000000;-0.003243;0.000008;0.000001;0.000001;0.000226;0.000013
50.0939696402;N;13.6839198924;E;87.022606;0.000000;-0.003241;0.000008;0.000001;0.000001;0.000226;0.000013
50.0939696402;N;13.6839198924;E;87.022606;0.000000;-0.003241;0.000008;0.000001;0.000001;0.000226;0.000013
50.0939696402;N;13.6839198924;E;87.022606;0.000000;-0.003239;0.000008;0.000001;0.000001;0.000226;0.000013
50.0939696402;N;13.6839198924;E;87.022606;0.000000;-0.003237;0.000008;0.000001;0.000001;0.000226;0.000013
50.0939696403;N;13.6839198924;E;87.022606;0.000000;-0.003266;0.000008;0.000001;0.000001;0.000226;0.000013
50.0939696403;N;13.6839198924;E;87.022606;0.000000;-0.003252;0.000008;0.000001;0.000001;0.000226;0.000013
50.0939696403;N;13.6839198924;E;87.022606;0.000000;-0.003258;0.000008;0.000001;0.000001;0.000226;0.000013
50.0939696403;N;13.6839198924;E;87.022606;0.000000;-0.003233;0.000008;0.000001;0.000001;0.000226;0.000013
50.0939696403;N;13.6839198924;E;87.022606;0.000000;-0.003260;0.000008;0.000001;0.000001;0.000226;0.000013
50.0939696404;N;13.6839198924;E;87.022606;0.000000;-0.003261;0.000008;0.000001;0.000001;0.000226;0.000013
50.0939696404;N;13.6839198924;E;87.022606;0.000000;-0.003236;0.000008;0.000001;0.000001;0.000226;0.000013
50.0939696404;N;13.6839198924;E;87.022606;0.000000;-0.003249;0.000008;0.000001;0.000001;0.000226;0.000013
50.0939696404;N;13.6839198924;E;87.022606;0.000000;-0.003233;0.000008;0.000001;0.000001;0.000226;0.000013
50.0939696404;N;13.6839198924;E;87.022606;0.000000;-0.003249;0.000008;0.000001;0.000001;0.000226;0.000013
50.0939696405;N;13.6839198924;E;87.022606;0.000000;-0.003220;0.000008;0.000001;0.000001;0.000226;0.000013
50.0939696405;N;13.6839198924;E;87.022606;0.000000;-0.003249;0.000008;0.000001;0.000001;0.000226;0.000013
50.0939696405;N;13.6839198924;E;87.022606;0.000000;-0.003251;0.000008;0.000001;0.000001;0.000226;0.000013
50.0939696405;N;13.6839198924;E;87.022606;0.000000;-0.003232;0.000008;0.000001;0.000001;0.000226;0.000013
50.0939696405;N;13.6839198924;E;87.022606;0.000000;-0.003235;0.000008;0.000001;0.000001;0.000226;0.000013
50.0939696406;N;13.6839198924;E;87.022606;0.000000;-0.002444;0.000008;0.000001;0.000001;0.000226;0.000013
50.0939696406;N;13.6839198924;E;87.022606;0.000000;-0.002398;0.000008;0.000001;0.000001;0.000226;0.000012
50.0939696406;N;13.6839198924;E;87.022606;0.000000;-0.002441;0.000008;0.000001;0.000001;0.000226;0.000012
50.0939696406;N;13.6839198924;E;87.022606;0.000000;-0.000126;0.000008;0.000000;0.000001;0.000226;0.000012
50.0939696406;N;13.6839198924;E;87.022606;0.000000;-0.000136;0.000008;0.000000;0.000001;0.000226;0.000012
50.0939696407;N;13.6839198924;E;87.022606;0.000000;-0.000397;0.000008;0.000000;0.000001;0.000225;0.000012
50.0939696407;N;13.6839198924;E;87.022606;0.000000;-0.000687;0.000008;0.000000;0.000001;0.000225;0.000012
50.0939696407;N;13.6839198924;E;87.022606;0.000000;-0.000961;0.000008;0.000000;0.000001;0.000225;0.000012
50.0939696407;N;13.6839198924;E;87.022606;0.000000;-0.001174;0.000008;0.000000;0.000001;0.000225;0.000012
50.0939696408;N;13.6839198924;E;87.022606;0.000000;-0.001388;0.000008;0.000000;0.000001;0.000225;0.000012
50.0939696408;N;13.6839198924;E;87.022606;0.000000;-0.001581;0.000008;0.000000;0.000001;0.000225;0.000012
50.0939696408;N;13.6839198924;E;87.022606;0.000000;-0.001808;0.000008;0.000000;0.000001;0.000225;0.000012
50.0939696408;N;13.6839198924;E;87.022606;0.000000;-0.001959;0.000008;0.000000;0.000001;0.000226;0.000012
50.0939696408;N;13.6839198924;E;87.022606;0.000000;-0.002073;0.000008;0.000000;0.000001;0.000226;0.000012
50.0939696409;N;13.6839198924;E;87.022606;0.000000;-0.002220;0.000008;0.000001;0.000001;0.000226;0.000012
50.0939696409;N;13.6839198924;E;87.022606;0.000000;-0.002362;0.000008;0.000001;0.000001;0.000226;0.000013
50.0939696409;N;13.6839198924;E;87.022606;0.000000;-0.000128;0.000008;0.000000;0.000001;0.000226;0.000013
50.0939696409;N;13.6839198924;E;87.022606;0.000000;-0.000284;0.000008;0.000000;0.000001;0.000227;0.000013
50.0939696409;N;13.6839198924;E;87.022606;0.000000;-0.000611;0.000008;0.000000;0.000001;0.000227;0.000013
50.0939696410;N;13.6839198924;E;87.022606;0.000000;-0.000897;0.000008;0.000000;0.000001;0.000227;0.000013
50.0939696410;N;13.6839198924;E;87.022606;0.000000;-0.001169;0.000008;0.000000;0.000001;0.000227;0.000013
50.0939696410;N;13.6839198924;E;87.022606;0.000000;-0.001395;0.000008;0.000000;0.000001;0.000227;0.000013
50.0939696410;N;13.6839198924;E;87.022606;0.000000;-0.001608;0.000008;0.000000;0.000001;0.000227;0.000013
50.0939696410;N;13.6839198924;E;87.022606;0.000000;-0.001803;0.000008;0.000000;0.000001;0.000227;0.000013
50.0939696411;N;13.6839198924;E;87.022606;0.000000;-0.001983;0.000008;0.000000;0.000002;0.000227;0.000013
50.0939696411;N;13.6839198924;E;87.022606;0.000000;-0.002133;0.000008;0.000000;0.000002;0.000227;0.000013
50.0939696411;N;13.6839198924;E;87.022606;0.000000;-0.002270;0.000008;0.000001;0.000002;0.000227;0.000013
50.0939696411;N;13.6839198924;E;87.022606;0.000000;-0.002409;0.000008;0.000001;0.000002;0.000227;0.000013
50.0939696412;N;13.6839198924;E;87.022606;0.000000;-0.002524;0.000008;0.000001;0.000002;0.000227;0.000013
50.0939696412;N;13.6839198924;E;87.022606;0.000000;-0.002617;0.000008;0.000001;0.000002;0.000227;0.000013
50.0939696412;N;13.6839198924;E;87.022606;0.000000;-0.002686;0.000008;0.000001;0.000002;0.000227;0.000013
50.0939696412;N;13.6839198924;E;87.022606;0.000000;-0.002777;0.000008;0.000001;0.000002;0.000227;0.000013
50.0939696412;N;13.6839198924;E;87.022606;0.000000;-0.002857;0.000008;0.000001;0.000001;0.000227;0.000013
50.0939696413;N;13.6839198924;E;87.022606;0.000000;-0.002930;0.000008;0.000001;0.000001;0.000226;0.000013
50.0939696413;N;13.6839198924;E;87.022606;0.000000;-0.002955;0.000008;0.000001;0.000001;0.000226;0.000013
50.0939696413;N;13.6839198924;E;87.022606;0.000000;-0.002962;0.000008;0.000001;0.000001;0.000226;0.000013
50.0939696413;N;13.6839198924;E;87.022606;0.000000;-0.003007;0.000008;0.000001;0.000001;0.000226;0.000013
50.0939696413;N;13.6839198924;E;87.022606;0.000000;-0.003034;0.000008;0.000001;0.000001;0.000226;0.000013
50.0939696414;N;13.6839198924;E;87.022606;0.000000;-0.003078;0.000008;0.000001;0.000001;0.000226;0.000013
